epoch,filter_index,l2,delta_l2
4,42,0.634423,0.006464
4,43,0.687077,0.011635
4,44,0.688647,0.012093
4,45,0.671798,0.011242
4,46,0.705466,0.011607
4,47,0.678505,0.007136
4,48,0.655841,0.009549
4,49,0.754145,0.008703
4,50,0.757336,0.008508
4,51,0.722658,0.010351
4,52,0.711657,0.010467
4,53,0.694524,0.007803
4,54,0.731160,0.005287
4,55,0.664516,0.012524
4,56,0.700966,0.007140
4,57,0.677610,0.008067
4,58,0.710287,0.012143
4,59,0.697569,0.010834
4,60,0.759685,0.011644
4,61,0.736465,0.012409
4,62,0.635951,0.011020
4,63,0.666662,0.009975
5,0,0.706174,0.009753
5,1,0.737156,0.010403
5,2,0.725744,0.010989
5,3,0.672579,0.006963
5,4,0.614274,0.008464
5,5,0.657124,0.010315
5,6,0.662635,0.007527
5,7,0.718632,0.011245
5,8,0.702029,0.011305
5,9,0.640895,0.008075
5,10,0.776789,0.009208
5,11,0.700999,0.007143
5,12,0.707777,0.009613
5,13,0.697575,0.008492
5,14,0.657351,0.005373
5,15,0.723454,0.008960
5,16,0.712617,0.011153
5,17,0.655810,0.009341
5,18,0.742648,0.011103
5,19,0.661058,0.007624
5,20,0.638126,0.011188
5,21,0.654093,0.008271
5,22,0.733560,0.009229
5,23,0.685194,0.008480
5,24,0.684223,0.008331
5,25,0.746272,0.010344
5,26,0.690714,0.007140
5,27,0.604269,0.011759
5,28,0.675177,0.010858
5,29,0.672982,0.011657
5,30,0.748203,0.006245
5,31,0.751954,0.011771
5,32,0.694894,0.010140
5,33,0.683541,0.009810
5,34,0.649605,0.009848
5,35,0.726777,0.007618
5,36,0.682263,0.011554
5,37,0.723501,0.011004
5,38,0.730829,0.010342
5,39,0.791481,0.010722
5,40,0.649591,0.006904
5,41,0.694959,0.011459
5,42,0.634778,0.006401
5,43,0.689637,0.011427
5,44,0.690107,0.011371
5,45,0.673075,0.011363
5,46,0.708037,0.011282
5,47,0.677892,0.007275
5,48,0.656128,0.008534
5,49,0.755367,0.008714
5,50,0.758868,0.007103
5,51,0.724064,0.010443
5,52,0.713241,0.010287
5,53,0.693663,0.007546
5,54,0.730932,0.004959
5,55,0.666218,0.011948
5,56,0.700778,0.007446
5,57,0.677994,0.009140
5,58,0.711747,0.011488
5,59,0.698051,0.010562
5,60,0.760813,0.010838
5,61,0.737551,0.011597
5,62,0.635266,0.010483
5,63,0.668641,0.010156
6,0,0.706346,0.010049
6,1,0.736862,0.010548
6,2,0.726322,0.009819
6,3,0.671965,0.005731
6,4,0.613939,0.007380
6,5,0.658953,0.010066
6,6,0.662262,0.008163
6,7,0.720623,0.010517
6,8,0.702140,0.011212
6,9,0.639366,0.008707
6,10,0.778946,0.008704
6,11,0.701258,0.007044
6,12,0.707915,0.010148
6,13,0.698319,0.008763
6,14,0.657732,0.006485
6,15,0.724936,0.008998
6,16,0.714731,0.010476
6,17,0.656015,0.009040
6,18,0.742263,0.010342
6,19,0.660586,0.006799
6,20,0.638384,0.010441
6,21,0.653326,0.008101
6,22,0.734530,0.009150
6,23,0.684777,0.009034
6,24,0.684699,0.007901
6,25,0.746234,0.010450
6,26,0.690403,0.006094
6,27,0.606164,0.010851
6,28,0.676051,0.009737
6,29,0.675254,0.010420
6,30,0.747660,0.006699
6,31,0.755314,0.010777
6,32,0.695321,0.010346
6,33,0.684241,0.009710
6,34,0.650412,0.008934
6,35,0.726723,0.007318
6,36,0.683462,0.010747
6,37,0.723875,0.010908
6,38,0.731369,0.009606
6,39,0.791415,0.010186
6,40,0.648144,0.006845
6,41,0.695516,0.010459
6,42,0.634905,0.006519
6,43,0.691402,0.010166
6,44,0.691353,0.010290
6,45,0.674550,0.010481
6,46,0.710027,0.010592
6,47,0.677322,0.007752
6,48,0.656716,0.007939
6,49,0.756849,0.009118
6,50,0.759915,0.006014
6,51,0.725546,0.010056
6,52,0.714302,0.009887
6,53,0.692775,0.007217
6,54,0.729970,0.006437
6,55,0.667617,0.011176
6,56,0.700777,0.008092
6,57,0.678446,0.009849
6,58,0.713248,0.010677
6,59,0.698653,0.010220
6,60,0.761057,0.010009
6,61,0.738001,0.010469
6,62,0.634636,0.009675
6,63,0.669968,0.009856
7,0,0.706225,0.010513
7,1,0.736773,0.010886
7,2,0.726750,0.009406
7,3,0.671500,0.005743
7,4,0.613885,0.006491
7,5,0.660866,0.010091
7,6,0.661361,0.008755
7,7,0.721891,0.010251
7,8,0.702047,0.011240
7,9,0.637403,0.009131
7,10,0.779522,0.007939
7,11,0.701706,0.007063
7,12,0.707644,0.010795
7,13,0.698874,0.009084
7,14,0.658524,0.007726
7,15,0.725509,0.009118
7,16,0.716456,0.009438
7,17,0.656436,0.008579
7,18,0.742349,0.009284
7,19,0.660049,0.006877
7,20,0.639216,0.010049
7,21,0.652680,0.008189
7,22,0.735649,0.009002
7,23,0.684199,0.009654
7,24,0.684927,0.007568
7,25,0.746137,0.010960
7,26,0.689838,0.006111
7,27,0.607667,0.010251
7,28,0.676614,0.009198
7,29,0.677097,0.009407
7,30,0.747020,0.007458
7,31,0.757254,0.009507
7,32,0.696046,0.010161
7,33,0.684936,0.010098
7,34,0.650916,0.008309
7,35,0.726817,0.007269
7,36,0.684284,0.010412
7,37,0.724024,0.010768
7,38,0.731545,0.009167
7,39,0.791891,0.009988
7,40,0.646486,0.006887
7,41,0.696115,0.009902
7,42,0.634727,0.007012
7,43,0.691922,0.009117
7,44,0.691937,0.009412
7,45,0.675856,0.009270
7,46,0.711222,0.009771
7,47,0.676370,0.007920
7,48,0.657541,0.007707
7,49,0.758574,0.009413
7,50,0.760729,0.005775
7,51,0.726816,0.009701
7,52,0.714872,0.009731
7,53,0.691894,0.006936
7,54,0.728848,0.007266
7,55,0.668512,0.009879
7,56,0.700621,0.008792
7,57,0.678509,0.010424
7,58,0.714652,0.009842
7,59,0.699293,0.010220
7,60,0.760781,0.009802
7,61,0.737513,0.009539
7,62,0.634156,0.008904
7,63,0.670426,0.009440
8,0,0.705765,0.010974
8,1,0.736720,0.011358
8,2,0.726917,0.009494
8,3,0.670933,0.006576
8,4,0.614137,0.006199
8,5,0.662558,0.010593
8,6,0.660293,0.009424
8,7,0.722880,0.010495
8,8,0.701982,0.011449
8,9,0.635685,0.009451
8,10,0.778821,0.008774
8,11,0.702281,0.007119
8,12,0.707296,0.011313
8,13,0.699330,0.009728
8,14,0.659680,0.008959
8,15,0.725265,0.009759
8,16,0.717847,0.009035
8,17,0.657111,0.009232
8,18,0.742472,0.009339
8,19,0.659461,0.007057
8,20,0.640315,0.010164
8,21,0.652205,0.008288
8,22,0.736617,0.008893
8,23,0.683570,0.010194
8,24,0.684805,0.007440
8,25,0.745969,0.011654
8,26,0.689202,0.006375
8,27,0.608809,0.010280
8,28,0.677060,0.009225
8,29,0.678424,0.009153
8,30,0.746034,0.008586
8,31,0.757530,0.009118
8,32,0.696956,0.010345
8,33,0.685885,0.010877
8,34,0.651178,0.008742
8,35,0.726916,0.007382
8,36,0.684850,0.010483
8,37,0.724186,0.010921
8,38,0.731785,0.009541
8,39,0.792569,0.010406
8,40,0.644762,0.007104
8,41,0.696569,0.009932
8,42,0.634268,0.007782
8,43,0.691729,0.009549
8,44,0.691914,0.009490
8,45,0.676937,0.009053
8,46,0.711563,0.009507
8,47,0.675450,0.008559
8,48,0.658514,0.007727
8,49,0.760582,0.009846
8,50,0.761037,0.005888
8,51,0.727795,0.009870
8,52,0.714769,0.009931
8,53,0.691332,0.007206
8,54,0.727746,0.007834
8,55,0.669051,0.009169
8,56,0.700265,0.009353
8,57,0.678349,0.011005
8,58,0.716048,0.009591
8,59,0.700054,0.010253
8,60,0.760343,0.010306
8,61,0.736328,0.009415
8,62,0.633709,0.009237
8,63,0.670350,0.009186
9,0,0.705185,0.011298
9,1,0.736608,0.011834
9,2,0.726945,0.010150
9,3,0.670301,0.007275
9,4,0.614923,0.006263
9,5,0.664196,0.011197
9,6,0.659221,0.010145
9,7,0.723598,0.010600
9,8,0.701891,0.011762
9,9,0.634075,0.009970
9,10,0.777240,0.009725
9,11,0.702912,0.007154
9,12,0.707033,0.011665
9,13,0.699793,0.010550
9,14,0.661102,0.009705
9,15,0.724388,0.010359
9,16,0.718926,0.008737
9,17,0.657955,0.009763
9,18,0.742706,0.009801
9,19,0.658830,0.007350
9,20,0.641630,0.010532
9,21,0.651794,0.008535
9,22,0.737749,0.009013
9,23,0.682751,0.010646
9,24,0.684475,0.007411
9,25,0.745658,0.012215
9,26,0.688538,0.006622
9,27,0.609813,0.010597
9,28,0.677265,0.009255
9,29,0.679223,0.009221
9,30,0.744962,0.009184
9,31,0.756537,0.009350
9,32,0.698090,0.010702
9,33,0.686891,0.011527
9,34,0.651399,0.009402
9,35,0.727061,0.007510
9,36,0.685414,0.010642
9,37,0.724357,0.011546
9,38,0.732078,0.009985
9,39,0.793283,0.011199
9,40,0.643248,0.007264
9,41,0.696798,0.010306
9,42,0.633698,0.008251
9,43,0.691271,0.010151
9,44,0.691399,0.009932
9,45,0.677869,0.009305
9,46,0.711208,0.009406
9,47,0.674399,0.009171
9,48,0.659779,0.008046
9,49,0.762986,0.010456
9,50,0.760879,0.006523
9,51,0.728624,0.010257
9,52,0.714150,0.010137
9,53,0.691548,0.007676
9,54,0.726567,0.008531
9,55,0.669554,0.008858
9,56,0.699686,0.009693
9,57,0.677874,0.011523
9,58,0.717346,0.009828
9,59,0.700796,0.010230
9,60,0.759791,0.010795
9,61,0.734806,0.009841
9,62,0.633097,0.009787
9,63,0.669776,0.008984
10,0,0.704524,0.011392
10,1,0.736695,0.012323
10,2,0.727142,0.010877
10,3,0.669596,0.007428
10,4,0.615772,0.006469
10,5,0.665610,0.011540
10,6,0.658218,0.010752
10,7,0.723963,0.010814
10,8,0.701882,0.011991
10,9,0.632672,0.010411
10,10,0.775295,0.010522
10,11,0.703596,0.007074
10,12,0.706494,0.011824
10,13,0.700311,0.011073
10,14,0.662599,0.010163
10,15,0.722963,0.010709
10,16,0.720084,0.008397
10,17,0.658838,0.010252
10,18,0.743032,0.010323
10,19,0.658008,0.007504
10,20,0.643030,0.010989
10,21,0.651528,0.008464
10,22,0.739059,0.009209
10,23,0.681866,0.011092
10,24,0.684262,0.007444
10,25,0.745264,0.012690
10,26,0.688093,0.006665
10,27,0.610973,0.011229
10,28,0.677571,0.008962
10,29,0.679562,0.009436
10,30,0.743888,0.009565
10,31,0.754766,0.009734
10,32,0.699469,0.010927
10,33,0.687966,0.011771
10,34,0.651675,0.010161
10,35,0.727560,0.008007
10,36,0.685743,0.010783
10,37,0.724408,0.011888
10,38,0.732376,0.010548
10,39,0.794149,0.011800
10,40,0.642271,0.007299
10,41,0.697109,0.010483
10,42,0.633212,0.008332
10,43,0.690546,0.010764
10,44,0.690734,0.010582
10,45,0.678534,0.009775
10,46,0.710527,0.009148
10,47,0.673342,0.009262
10,48,0.661483,0.008680
10,49,0.765827,0.011072
10,50,0.760510,0.007019
10,51,0.729511,0.010602
10,52,0.713295,0.010344
10,53,0.692624,0.008483
10,54,0.725625,0.009292
10,55,0.669964,0.008779
10,56,0.698962,0.009680
10,57,0.677293,0.012014
10,58,0.718435,0.010017
10,59,0.701656,0.010314
10,60,0.759028,0.011258
10,61,0.733021,0.010110
10,62,0.632071,0.010285
10,63,0.669230,0.008924
11,0,0.703910,0.011089
11,1,0.736830,0.012689
11,2,0.727421,0.011426
11,3,0.668984,0.007367
11,4,0.616863,0.007191
11,5,0.666609,0.011852
11,6,0.657332,0.011039
11,7,0.724068,0.010937
11,8,0.701817,0.012177
11,9,0.631767,0.010742
11,10,0.773014,0.011148
11,11,0.704302,0.007098
11,12,0.705691,0.011855
11,13,0.700797,0.011387
11,14,0.664213,0.010484
11,15,0.721479,0.010754
11,16,0.720964,0.007987
11,17,0.659732,0.010713
11,18,0.743559,0.011063
11,19,0.657136,0.007274
11,20,0.644412,0.011526
11,21,0.651175,0.008238
11,22,0.740317,0.009011
11,23,0.681248,0.011341
11,24,0.684129,0.007436
11,25,0.745046,0.013045
11,26,0.687904,0.006757
11,27,0.612146,0.011699
11,28,0.677992,0.008605
11,29,0.679499,0.009591
11,30,0.742847,0.009741
11,31,0.752479,0.010188
11,32,0.701196,0.010901
11,33,0.689050,0.011662
11,34,0.651909,0.010889
11,35,0.728148,0.008534
11,36,0.686068,0.011083
11,37,0.724648,0.012071
11,38,0.732957,0.011093
11,39,0.795174,0.012228
11,40,0.641729,0.007503
11,41,0.697442,0.010972
11,42,0.632981,0.008101
11,43,0.689709,0.011243
11,44,0.690004,0.010934
11,45,0.679095,0.010212
11,46,0.709841,0.008893
11,47,0.672431,0.008926
11,48,0.663494,0.009425
11,49,0.769060,0.011739
11,50,0.759967,0.007195
11,51,0.730351,0.011041
11,52,0.712380,0.010398
11,53,0.694449,0.009391
11,54,0.724891,0.009749
11,55,0.670085,0.008775
11,56,0.698171,0.009026
11,57,0.676859,0.012331
11,58,0.719343,0.010209
11,59,0.702682,0.010315
11,60,0.758286,0.011767
11,61,0.731029,0.010391
11,62,0.630747,0.010986
11,63,0.668929,0.008572
12,0,0.703460,0.010723
12,1,0.736987,0.012884
12,2,0.727709,0.012211
12,3,0.668587,0.007121
12,4,0.618246,0.008074
12,5,0.667504,0.012287
12,6,0.656585,0.011204
12,7,0.723905,0.011414
12,8,0.701563,0.012531
12,9,0.631086,0.010988
12,10,0.770328,0.011818
12,11,0.705107,0.007121
12,12,0.704593,0.011744
12,13,0.701040,0.011899
12,14,0.666128,0.011021
12,15,0.719787,0.010916
12,16,0.721633,0.007661
12,17,0.660432,0.010953
12,18,0.744355,0.011873
12,19,0.656542,0.006690
12,20,0.645829,0.012030
12,21,0.650743,0.008015
12,22,0.741688,0.008919
12,23,0.680799,0.011543
12,24,0.683929,0.007541
12,25,0.745045,0.013623
12,26,0.688054,0.006802
12,27,0.613435,0.012373
12,28,0.678720,0.008512
12,29,0.679058,0.009921
12,30,0.741906,0.009740
12,31,0.749566,0.010939
12,32,0.703157,0.011021
12,33,0.689977,0.012069
12,34,0.652225,0.011842
12,35,0.728967,0.009125
12,36,0.686195,0.011698
12,37,0.725210,0.012522
12,38,0.733621,0.011722
12,39,0.796150,0.012622
12,40,0.641776,0.007707
12,41,0.697901,0.011598
12,42,0.633028,0.007513
12,43,0.688688,0.011813
12,44,0.689006,0.011459
12,45,0.679540,0.010620
12,46,0.709178,0.008817
12,47,0.671391,0.008427
12,48,0.665919,0.010069
12,49,0.772482,0.012331
12,50,0.759226,0.007253
12,51,0.731064,0.011329
12,52,0.711402,0.010632
12,53,0.696938,0.010716
12,54,0.724355,0.009961
12,55,0.669907,0.008954
12,56,0.697497,0.008241
12,57,0.676415,0.012521
12,58,0.720102,0.010600
12,59,0.703728,0.009937
12,60,0.757643,0.012338
12,61,0.728812,0.010809
12,62,0.629380,0.011577
12,63,0.668716,0.008317
13,0,0.703103,0.010459
13,1,0.737371,0.013511
13,2,0.728084,0.013336
13,3,0.668366,0.006758
13,4,0.619873,0.009519
13,5,0.668387,0.013127
13,6,0.655690,0.011778
13,7,0.723573,0.012307
13,8,0.701254,0.013080
13,9,0.630846,0.011639
13,10,0.767163,0.012545
13,11,0.706105,0.007587
13,12,0.703287,0.011729
13,13,0.701140,0.012704
13,14,0.667927,0.011634
13,15,0.717644,0.011781
13,16,0.722147,0.007600
13,17,0.660766,0.011572
13,18,0.745413,0.012717
13,19,0.656365,0.005632
13,20,0.647523,0.012649
13,21,0.650250,0.007759
13,22,0.742925,0.009006
13,23,0.680538,0.011840
13,24,0.683554,0.007747
13,25,0.744957,0.014366
13,26,0.688199,0.007534
13,27,0.614661,0.013290
13,28,0.679718,0.008840
13,29,0.677989,0.010974
13,30,0.740965,0.010154
13,31,0.745977,0.012276
13,32,0.705212,0.011281
13,33,0.690820,0.012860
13,34,0.652225,0.012996
13,35,0.730051,0.009800
13,36,0.686100,0.012728
13,37,0.725938,0.013033
13,38,0.734058,0.012641
13,39,0.796946,0.013261
13,40,0.642456,0.008439
13,41,0.698624,0.012068
13,42,0.633197,0.007257
13,43,0.687202,0.012714
13,44,0.687699,0.012483
13,45,0.679738,0.011529
13,46,0.708182,0.009319
13,47,0.670265,0.008133
13,48,0.668678,0.010857
13,49,0.775704,0.013124
13,50,0.758301,0.007688
13,51,0.731731,0.012030
13,52,0.710309,0.011402
13,53,0.699864,0.011875
13,54,0.723764,0.010382
13,55,0.669422,0.009800
13,56,0.696957,0.007666
13,57,0.676020,0.012895
13,58,0.720668,0.011568
13,59,0.704792,0.009719
13,60,0.756881,0.013276
13,61,0.726416,0.011686
13,62,0.628167,0.012341
13,63,0.668446,0.008612
14,0,0.702894,0.009781
14,1,0.738196,0.013890
14,2,0.728550,0.014330
14,3,0.668291,0.005905
14,4,0.621690,0.011027
14,5,0.669416,0.013946
14,6,0.654766,0.012042
14,7,0.723196,0.013093
14,8,0.701151,0.013638
14,9,0.631094,0.012226
14,10,0.763801,0.012992
14,11,0.707230,0.007831
14,12,0.701821,0.011633
14,13,0.701315,0.013235
14,14,0.669571,0.011882
14,15,0.715373,0.012184
14,16,0.722477,0.008044
14,17,0.660912,0.012131
14,18,0.746922,0.013511
14,19,0.656441,0.004427
14,20,0.649599,0.013348
14,21,0.649790,0.007489
14,22,0.744039,0.009600
14,23,0.680284,0.012036
14,24,0.683106,0.007908
14,25,0.744907,0.014957
14,26,0.688293,0.008374
14,27,0.615966,0.014015
14,28,0.680891,0.009212
14,29,0.676670,0.011891
14,30,0.740073,0.009883
14,31,0.742088,0.013293
14,32,0.706962,0.011862
14,33,0.691740,0.013595
14,34,0.652390,0.013844
14,35,0.731584,0.010598
14,36,0.686068,0.013628
14,37,0.726873,0.013443
14,38,0.734408,0.013439
14,39,0.797706,0.013803
14,40,0.643722,0.009456
14,41,0.699694,0.012647
14,42,0.633729,0.006830
14,43,0.685553,0.013357
14,44,0.686281,0.013468
14,45,0.679757,0.012301
14,46,0.707109,0.009652
14,47,0.669454,0.007700
14,48,0.671890,0.011810
14,49,0.778938,0.014003
14,50,0.757293,0.008030
14,51,0.732450,0.012682
14,52,0.709159,0.012297
14,53,0.703266,0.013194
14,54,0.723172,0.010924
14,55,0.668738,0.010287
14,56,0.696839,0.006711
14,57,0.675667,0.013293
14,58,0.720981,0.012305
14,59,0.705799,0.009557
14,60,0.756212,0.013999
14,61,0.724065,0.012339
14,62,0.627423,0.013204
14,63,0.668234,0.008970
15,0,0.702998,0.008769
15,1,0.739427,0.014160
15,2,0.729233,0.014814
15,3,0.668365,0.005002
15,4,0.623650,0.012292
15,5,0.670681,0.014363
15,6,0.653989,0.011794
15,7,0.723015,0.013525
15,8,0.701251,0.013937
15,9,0.631652,0.012848
15,10,0.760318,0.012978
15,11,0.708543,0.007620
15,12,0.700542,0.010946
15,13,0.701460,0.013522
15,14,0.671327,0.011908
15,15,0.713304,0.011951
15,16,0.722878,0.008513
15,17,0.661289,0.012624
15,18,0.748610,0.013900
15,19,0.656726,0.004243
15,20,0.651906,0.013546
15,21,0.649243,0.007165
15,22,0.745142,0.010307
15,23,0.679968,0.011878
15,24,0.682736,0.007855
15,25,0.744957,0.015324
15,26,0.688548,0.009504
15,27,0.617406,0.014610
15,28,0.682353,0.009438
15,29,0.675212,0.012354
15,30,0.739343,0.009203
15,31,0.738081,0.013843
15,32,0.708522,0.012039
15,33,0.692762,0.013839
15,34,0.652776,0.014280
15,35,0.733648,0.011366
15,36,0.686147,0.014074
15,37,0.727974,0.013726
15,38,0.734658,0.013642
15,39,0.798483,0.014293
15,40,0.645555,0.010506
15,41,0.700754,0.012947
15,42,0.634861,0.006462
15,43,0.683790,0.013633
15,44,0.684996,0.014003
15,45,0.679870,0.012614
15,46,0.706425,0.009510
15,47,0.668863,0.007559
15,48,0.675535,0.012607
15,49,0.782467,0.014608
15,50,0.756328,0.008134
15,51,0.733211,0.012985
15,52,0.708075,0.012631
15,53,0.707198,0.014413
15,54,0.722778,0.011095
15,55,0.668104,0.010681
15,56,0.697233,0.006360
15,57,0.675422,0.013319
15,58,0.721247,0.012599
15,59,0.706882,0.009124
15,60,0.755665,0.014274
15,61,0.721712,0.012348
15,62,0.626943,0.013870
15,63,0.668296,0.009072
16,0,0.703334,0.007483
16,1,0.740743,0.014290
16,2,0.730237,0.015063
16,3,0.668892,0.004922
16,4,0.625852,0.013410
16,5,0.672037,0.014517
16,6,0.653248,0.011260
16,7,0.722913,0.013801
16,8,0.701381,0.014185
16,9,0.632376,0.013173
16,10,0.756945,0.012672
16,11,0.710159,0.007764
16,12,0.699621,0.009811
16,13,0.701714,0.013684
16,14,0.673182,0.011814
16,15,0.711535,0.011054
16,16,0.723613,0.008959
16,17,0.661650,0.013079
16,18,0.750437,0.014036
16,19,0.657200,0.005237
16,20,0.654344,0.013852
16,21,0.648723,0.006380
16,22,0.746549,0.010887
16,23,0.679632,0.011485
16,24,0.682379,0.007698
16,25,0.745109,0.015367
16,26,0.689197,0.010874
16,27,0.618932,0.014811
16,28,0.684262,0.009807
16,29,0.673707,0.012711
16,30,0.738939,0.008271
16,31,0.734010,0.014014
16,32,0.709809,0.011806
16,33,0.693708,0.014103
16,34,0.653270,0.014617
16,35,0.736051,0.012110
16,36,0.686365,0.014322
16,37,0.729216,0.013968
16,38,0.734984,0.013754
16,39,0.799394,0.014506
16,40,0.648020,0.011843
16,41,0.701621,0.013237
16,42,0.636296,0.006855
16,43,0.682161,0.013673
16,44,0.683961,0.014336
16,45,0.680094,0.012992
16,46,0.706276,0.009229
16,47,0.668601,0.007392
16,48,0.679573,0.013250
16,49,0.786392,0.015292
16,50,0.755344,0.007914
16,51,0.733987,0.012975
16,52,0.707169,0.012707
16,53,0.711712,0.015319
16,54,0.722536,0.010950
