epoch,filter_index,l2,delta_l2
17,52,0.787631,0.005379
17,53,0.754507,0.013519
17,54,0.882701,0.027275
17,55,0.825287,0.023775
17,56,0.846207,0.028260
17,57,0.829261,0.025405
17,58,0.799764,0.027123
17,59,0.820519,0.019057
17,60,0.857225,0.001762
17,61,0.855909,0.023726
17,62,0.868297,0.003062
17,63,0.872636,0.024210
17,64,0.873425,0.022680
17,65,0.905575,0.020244
17,66,0.895305,0.021470
17,67,0.908703,0.015037
17,68,0.839975,0.004016
17,69,0.863666,0.025454
17,70,0.856547,0.012602
17,71,0.876355,0.015643
17,72,0.882018,0.022281
17,73,0.822932,0.023617
17,74,0.855411,0.019773
17,75,0.834439,0.003908
17,76,0.863974,0.001448
17,77,0.822106,0.002100
17,78,0.846124,0.007225
17,79,0.803133,0.018050
17,80,0.826156,0.013190
17,81,0.786280,0.018639
17,82,0.818073,0.001490
17,83,0.854353,0.001182
17,84,0.841112,0.001631
17,85,0.792361,0.005262
17,86,0.878156,0.025282
17,87,0.837236,0.019818
17,88,0.843744,0.002277
17,89,0.866755,0.025898
17,90,0.844797,0.017925
17,91,0.863697,0.024621
17,92,0.817861,0.028964
17,93,0.836070,0.024356
17,94,0.889029,0.001512
17,95,0.856393,0.015785
17,96,0.912133,0.021360
17,97,0.928438,0.023317
17,98,0.849037,0.016200
17,99,0.814336,0.007564
17,100,0.855256,0.018097
17,101,0.887898,0.019040
17,102,0.814483,0.022249
17,103,0.900271,0.020716
17,104,0.846057,0.022455
17,105,0.796209,0.002433
17,106,0.807065,0.003438
17,107,0.862138,0.028533
17,108,0.855283,0.001420
17,109,0.840127,0.009050
17,110,0.879515,0.025267
17,111,0.925354,0.015297
17,112,0.837083,0.001354
17,113,0.845340,0.002079
17,114,0.823268,0.022831
17,115,0.815009,0.003416
17,116,0.835256,0.002605
17,117,0.871623,0.022291
17,118,0.785676,0.002369
17,119,0.814133,0.001163
17,120,0.899571,0.016485
17,121,0.865937,0.020716
17,122,0.897735,0.025787
17,123,0.822545,0.001774
17,124,0.841798,0.001380
17,125,0.817082,0.001283
17,126,0.843658,0.019402
17,127,0.878001,0.022147
18,0,0.865442,0.020875
18,1,0.902050,0.024203
18,2,0.882879,0.003477
18,3,0.859771,0.023975
18,4,0.875824,0.029130
18,5,0.854164,0.026282
18,6,0.788195,0.005693
18,7,0.883751,0.018048
18,8,0.906331,0.015293
18,9,0.813342,0.001009
18,10,0.831841,0.013195
18,11,0.914925,0.021087
18,12,0.866819,0.029336
18,13,0.869369,0.004743
18,14,0.779787,0.013711
18,15,0.855234,0.002182
18,16,0.876857,0.011954
18,17,0.779834,0.003039
18,18,0.876106,0.024329
18,19,0.901253,0.023409
18,20,0.876016,0.025008
18,21,0.845014,0.001535
18,22,0.881004,0.017281
18,23,0.783591,0.018940
18,24,0.851139,0.022674
18,25,0.840343,0.026439
18,26,0.896257,0.028853
18,27,0.844193,0.016390
18,28,0.843877,0.001125
18,29,0.816696,0.007719
18,30,0.859193,0.017808
18,31,0.890338,0.021948
18,32,0.905346,0.019408
18,33,0.864802,0.020305
18,34,0.835497,0.005147
18,35,0.829301,0.027641
18,36,0.791743,0.007704
18,37,0.782325,0.025894
18,38,0.841674,0.027044
18,39,0.844876,0.018516
18,40,0.832549,0.002550
18,41,0.855109,0.022525
18,42,0.855929,0.001027
18,43,0.817922,0.000914
18,44,0.856501,0.001622
18,45,0.841239,0.018717
18,46,0.829478,0.008826
18,47,0.815547,0.024262
18,48,0.845401,0.022696
18,49,0.829872,0.007233
18,50,0.836875,0.015855
18,51,0.874826,0.013838
18,52,0.787659,0.006201
18,53,0.756130,0.014344
18,54,0.891715,0.027710
18,55,0.829522,0.024673
18,56,0.853654,0.028951
18,57,0.834302,0.025284
18,58,0.806773,0.027721
18,59,0.822995,0.019747
18,60,0.857354,0.002215
18,61,0.864478,0.024307
18,62,0.868729,0.002663
18,63,0.878567,0.024007
18,64,0.880455,0.022835
18,65,0.909205,0.021087
18,66,0.901119,0.022684
18,67,0.910971,0.015911
18,68,0.840566,0.003607
18,69,0.871686,0.025888
18,70,0.856753,0.013074
18,71,0.877131,0.016262
18,72,0.887129,0.022337
18,73,0.828970,0.024214
18,74,0.859157,0.020271
18,75,0.835035,0.003333
18,76,0.864279,0.001306
18,77,0.822275,0.002433
18,78,0.846025,0.008819
18,79,0.806480,0.018277
18,80,0.826534,0.015053
18,81,0.788134,0.018309
18,82,0.818362,0.001251
18,83,0.854572,0.001077
18,84,0.841408,0.001623
18,85,0.792360,0.006089
18,86,0.885177,0.025908
18,87,0.841708,0.020423
18,88,0.843932,0.002582
18,89,0.873825,0.025921
18,90,0.844841,0.019882
18,91,0.871635,0.025021
18,92,0.825955,0.029638
18,93,0.840973,0.024865
18,94,0.889270,0.001502
18,95,0.858740,0.016702
18,96,0.917038,0.022128
18,97,0.935611,0.023210
18,98,0.850279,0.017324
18,99,0.814391,0.008905
18,100,0.857757,0.019004
18,101,0.892150,0.019974
18,102,0.819652,0.022881
18,103,0.904668,0.021224
18,104,0.850668,0.022928
18,105,0.796487,0.002574
18,106,0.807386,0.004200
18,107,0.874100,0.029344
18,108,0.855441,0.001322
18,109,0.840718,0.009726
18,110,0.890369,0.025750
18,111,0.928352,0.016093
18,112,0.837389,0.001187
18,113,0.845457,0.002412
18,114,0.829267,0.023439
18,115,0.815163,0.003808
18,116,0.835461,0.002931
18,117,0.879255,0.022789
18,118,0.785842,0.002193
18,119,0.814347,0.001044
18,120,0.903954,0.017175
18,121,0.871743,0.021265
18,122,0.909040,0.026291
18,123,0.822907,0.001495
18,124,0.842009,0.001189
18,125,0.817301,0.001117
18,126,0.847098,0.019461
18,127,0.880305,0.023276
19,0,0.870873,0.021155
19,1,0.908780,0.024502
19,2,0.882848,0.003799
19,3,0.870092,0.024265
19,4,0.886055,0.029647
19,5,0.862520,0.026782
19,6,0.788419,0.006095
19,7,0.888110,0.018553
19,8,0.907462,0.015921
19,9,0.813562,0.000842
19,10,0.832997,0.013840
19,11,0.921166,0.020579
19,12,0.876728,0.029618
19,13,0.869366,0.004822
19,14,0.780039,0.014127
19,15,0.855306,0.002087
19,16,0.876531,0.012384
19,17,0.780022,0.003242
19,18,0.881506,0.024980
19,19,0.909779,0.023653
19,20,0.884246,0.024516
19,21,0.845238,0.001281
19,22,0.884286,0.017209
19,23,0.785687,0.018660
19,24,0.857467,0.023369
19,25,0.847628,0.025681
19,26,0.906974,0.029180
19,27,0.847018,0.017124
19,28,0.844088,0.000938
19,29,0.816696,0.009250
19,30,0.864154,0.018278
19,31,0.895588,0.022260
19,32,0.911341,0.019771
19,33,0.870357,0.020666
19,34,0.835725,0.005489
19,35,0.836346,0.026881
19,36,0.792657,0.007700
19,37,0.789583,0.026177
19,38,0.851024,0.027314
19,39,0.848210,0.018964
19,40,0.832785,0.002410
19,41,0.861753,0.022883
19,42,0.856086,0.000916
19,43,0.818143,0.000821
19,44,0.856712,0.001863
19,45,0.844207,0.019150
19,46,0.829742,0.009667
19,47,0.818142,0.024565
19,48,0.852958,0.022522
19,49,0.830045,0.007714
19,50,0.837755,0.017327
19,51,0.875735,0.014617
19,52,0.787544,0.007971
19,53,0.758059,0.014446
19,54,0.901507,0.027852
19,55,0.834674,0.025243
19,56,0.862288,0.029506
19,57,0.840049,0.025028
19,58,0.814658,0.028163
19,59,0.825966,0.020151
19,60,0.857405,0.002775
19,61,0.873829,0.024735
19,62,0.869083,0.002390
19,63,0.884817,0.023588
19,64,0.887982,0.022942
19,65,0.913467,0.021671
19,66,0.907740,0.023509
19,67,0.913617,0.016587
19,68,0.841083,0.003090
19,69,0.880472,0.026213
19,70,0.857148,0.013434
19,71,0.878163,0.016636
19,72,0.892301,0.022084
19,73,0.835814,0.024553
19,74,0.863308,0.020313
19,75,0.835529,0.002818
19,76,0.864533,0.001080
19,77,0.822423,0.002861
19,78,0.845969,0.009587
19,79,0.810081,0.018321
19,80,0.827030,0.016837
19,81,0.790498,0.018884
19,82,0.818565,0.001077
19,83,0.854699,0.001059
19,84,0.841657,0.001475
19,85,0.792332,0.006586
19,86,0.892921,0.026247
19,87,0.846724,0.020748
19,88,0.844091,0.002690
19,89,0.881377,0.025352
19,90,0.844692,0.022954
19,91,0.880177,0.025265
19,92,0.835133,0.029935
19,93,0.846553,0.025100
19,94,0.889416,0.001563
19,95,0.861195,0.017284
19,96,0.922674,0.022667
19,97,0.943368,0.022825
19,98,0.851800,0.018276
19,99,0.814453,0.010598
19,100,0.860324,0.019854
19,101,0.897130,0.020602
19,102,0.825487,0.023215
19,103,0.909795,0.021482
19,104,0.855829,0.023167
19,105,0.796733,0.002783
19,106,0.807715,0.004675
19,107,0.887118,0.029871
19,108,0.855553,0.001299
19,109,0.841309,0.011179
19,110,0.901880,0.026008
19,111,0.931613,0.016675
19,112,0.837639,0.000978
19,113,0.845526,0.002566
19,114,0.836037,0.023772
19,115,0.815302,0.004147
19,116,0.835634,0.003150
19,117,0.887514,0.023013
19,118,0.785938,0.002159
19,119,0.814500,0.001088
19,120,0.908659,0.017680
19,121,0.878222,0.021582
19,122,0.921017,0.026435
19,123,0.823204,0.001295
19,124,0.842149,0.001082
19,125,0.817469,0.000901
19,126,0.850790,0.019381
19,127,0.883023,0.024044
20,0,0.876629,0.021360
20,1,0.916207,0.024648
20,2,0.882785,0.004273
20,3,0.880985,0.024330
20,4,0.897294,0.029979
20,5,0.871707,0.027091
20,6,0.788678,0.006697
20,7,0.892588,0.019033
20,8,0.908332,0.017240
20,9,0.813746,0.000697
20,10,0.833802,0.015624
20,11,0.927257,0.020101
20,12,0.887437,0.029616
20,13,0.869344,0.005473
20,14,0.780255,0.015632
20,15,0.855328,0.002546
20,16,0.875700,0.014139
20,17,0.780237,0.003723
20,18,0.887389,0.025532
20,19,0.918851,0.023778
20,20,0.892888,0.024078
20,21,0.845417,0.001023
20,22,0.887376,0.017246
20,23,0.788137,0.019674
20,24,0.864325,0.024007
20,25,0.855341,0.025462
20,26,0.918460,0.029272
20,27,0.849996,0.017957
20,28,0.844238,0.000857
20,29,0.816686,0.010420
20,30,0.869287,0.018785
20,31,0.901239,0.022416
20,32,0.917694,0.020050
20,33,0.876207,0.020978
20,34,0.835979,0.005767
20,35,0.844131,0.026513
20,36,0.793654,0.008812
20,37,0.797605,0.026268
20,38,0.860849,0.026915
20,39,0.851807,0.019454
20,40,0.832997,0.002340
20,41,0.869027,0.023108
20,42,0.856200,0.000848
20,43,0.818312,0.000867
20,44,0.856882,0.002095
20,45,0.847433,0.019534
20,46,0.829988,0.011922
20,47,0.821311,0.024721
20,48,0.860766,0.021966
20,49,0.830214,0.008310
20,50,0.838944,0.018965
20,51,0.876396,0.015835
20,52,0.787357,0.009604
20,53,0.760332,0.014808
20,54,0.911941,0.027752
20,55,0.840494,0.025786
20,56,0.871874,0.029976
20,57,0.846305,0.025293
20,58,0.823317,0.028384
20,59,0.829172,0.020692
20,60,0.857387,0.003326
20,61,0.883790,0.024920
20,62,0.869369,0.002468
20,63,0.891171,0.022762
20,64,0.895938,0.023089
20,65,0.918152,0.022153
20,66,0.914680,0.024343
20,67,0.916246,0.017423
20,68,0.841483,0.002637
20,69,0.889969,0.026413
20,70,0.857707,0.013551
20,71,0.879025,0.017002
20,72,0.897530,0.021459
20,73,0.843297,0.024796
20,74,0.867821,0.020120
20,75,0.835944,0.002489
20,76,0.864740,0.000838
20,77,0.822553,0.003340
20,78,0.845983,0.009780
20,79,0.813990,0.018402
20,80,0.827783,0.018829
20,81,0.793475,0.020478
20,82,0.818701,0.001037
20,83,0.854784,0.001138
20,84,0.841868,0.001350
20,85,0.792271,0.006712
20,86,0.901205,0.026461
20,87,0.852116,0.020988
20,88,0.844234,0.002940
20,89,0.889295,0.024993
20,90,0.845108,0.026180
20,91,0.889341,0.025702
20,92,0.845263,0.029876
20,93,0.852724,0.025265
20,94,0.889450,0.001699
20,95,0.863513,0.018183
20,96,0.928656,0.023162
20,97,0.951503,0.022159
20,98,0.853690,0.019608
20,99,0.814587,0.012602
20,100,0.862785,0.020867
20,101,0.902423,0.021316
20,102,0.831781,0.023500
20,103,0.915376,0.021595
20,104,0.861358,0.023360
20,105,0.796950,0.003076
20,106,0.808063,0.005116
20,107,0.900995,0.030265
20,108,0.855632,0.001447
20,109,0.841935,0.014439
20,110,0.914023,0.026080
20,111,0.934699,0.017313
20,112,0.837852,0.000825
20,113,0.845568,0.002751
20,114,0.843252,0.024031
20,115,0.815417,0.004772
20,116,0.835795,0.003561
20,117,0.896132,0.023113
20,118,0.785988,0.002170
20,119,0.814619,0.001278
20,120,0.913409,0.018174
20,121,0.885144,0.021853
20,122,0.933551,0.026510
20,123,0.823448,0.001177
20,124,0.842227,0.001301
20,125,0.817601,0.000901
20,126,0.854502,0.019036
20,127,0.886126,0.024107
21,0,0.883047,0.021422
21,1,0.924432,0.024691
21,2,0.882638,0.005117
21,3,0.892543,0.024252
21,4,0.909382,0.030126
21,5,0.881664,0.027296
21,6,0.788981,0.006863
21,7,0.897512,0.019134
21,8,0.909167,0.017812
21,9,0.813901,0.000586
21,10,0.834611,0.015958
21,11,0.932844,0.019152
21,12,0.898969,0.029481
21,13,0.869346,0.005748
21,14,0.780766,0.015814
21,15,0.855295,0.003209
21,16,0.874753,0.014790
21,17,0.780493,0.004175
21,18,0.894128,0.025886
21,19,0.928593,0.023779
21,20,0.901679,0.022958
21,21,0.845552,0.000806
21,22,0.889987,0.017056
21,23,0.790919,0.019794
21,24,0.872133,0.024385
21,25,0.863356,0.024500
21,26,0.930617,0.029264
21,27,0.853487,0.018266
21,28,0.844331,0.000854
21,29,0.816660,0.010491
21,30,0.874891,0.018955
21,31,0.907527,0.022319
21,32,0.924750,0.020113
21,33,0.882660,0.021008
21,34,0.836233,0.005937
21,35,0.852200,0.025627
21,36,0.794686,0.009615
21,37,0.806422,0.026283
21,38,0.870892,0.026086
21,39,0.855565,0.019012
21,40,0.833132,0.002302
21,41,0.877055,0.023086
21,42,0.856278,0.000814
21,43,0.818444,0.000952
21,44,0.857033,0.002334
21,45,0.851197,0.019703
21,46,0.830225,0.013152
21,47,0.825225,0.024659
21,48,0.868573,0.021208
21,49,0.830338,0.009036
21,50,0.840502,0.018944
21,51,0.877220,0.016389
21,52,0.787111,0.010924
21,53,0.762919,0.014208
21,54,0.922955,0.027700
21,55,0.847650,0.026222
21,56,0.882723,0.030149
21,57,0.852950,0.024713
21,58,0.832873,0.028602
21,59,0.833026,0.020821
21,60,0.857332,0.003332
21,61,0.894398,0.024897
21,62,0.869582,0.002172
21,63,0.897252,0.021375
21,64,0.904183,0.022582
21,65,0.923564,0.022452
21,66,0.922637,0.024885
21,67,0.919332,0.017855
21,68,0.841817,0.002569
21,69,0.900075,0.026463
21,70,0.858474,0.012799
21,71,0.880189,0.017115
21,72,0.902750,0.020383
21,73,0.851610,0.024913
21,74,0.872514,0.019494
21,75,0.836260,0.002133
21,76,0.864913,0.000752
21,77,0.822685,0.003529
21,78,0.845981,0.010229
21,79,0.818017,0.017881
21,80,0.828938,0.019438
21,81,0.796869,0.020172
21,82,0.818802,0.000949
21,83,0.854838,0.001134
21,84,0.842030,0.001219
21,85,0.792231,0.006881
21,86,0.910341,0.026513
21,87,0.858214,0.021010
21,88,0.844370,0.002736
21,89,0.897396,0.024115
21,90,0.846464,0.028563
21,91,0.898642,0.025375
21,92,0.856359,0.029705
21,93,0.859806,0.025277
21,94,0.889450,0.001751
21,95,0.866131,0.018530
21,96,0.935631,0.023467
21,97,0.959811,0.021074
21,98,0.856064,0.018543
21,99,0.814812,0.013713
21,100,0.865454,0.021021
21,101,0.908402,0.021676
21,102,0.838722,0.023467
21,103,0.921684,0.021470
21,104,0.867115,0.022917
21,105,0.797170,0.003307
21,106,0.808406,0.004936
21,107,0.915937,0.030586
21,108,0.855689,0.001561
21,109,0.842745,0.017627
21,110,0.926708,0.026058
21,111,0.938026,0.017754
21,112,0.838032,0.000673
21,113,0.845588,0.002776
21,114,0.851187,0.024021
21,115,0.815534,0.004866
21,116,0.835964,0.003779
21,117,0.905317,0.023001
21,118,0.786014,0.002419
21,119,0.814714,0.001410
21,120,0.918715,0.018243
21,121,0.892740,0.021892
21,122,0.946752,0.026494
21,123,0.823645,0.000926
21,124,0.842284,0.001198
21,125,0.817710,0.000835
21,126,0.858159,0.018561
21,127,0.889524,0.024004
22,0,0.890027,0.021167
22,1,0.933246,0.024467
22,2,0.882427,0.005715
22,3,0.904678,0.023968
22,4,0.922069,0.029821
22,5,0.892390,0.027074
22,6,0.789328,0.006771
22,7,0.902947,0.018966
22,8,0.909677,0.018520
22,9,0.814034,0.000534
22,10,0.835554,0.015823
22,11,0.937522,0.017767
22,12,0.911041,0.028725
22,13,0.869348,0.005844
22,14,0.781515,0.015639
22,15,0.855263,0.003586
22,16,0.873724,0.015235
22,17,0.780782,0.004471
22,18,0.901863,0.025954
22,19,0.938995,0.023494
22,20,0.910002,0.020946
22,21,0.845641,0.000759
22,22,0.892128,0.016373
22,23,0.793909,0.019331
22,24,0.880982,0.024562
22,25,0.871192,0.022567
22,26,0.943339,0.028913
22,27,0.857436,0.018457
22,28,0.844377,0.000890
22,29,0.816822,0.009653
22,30,0.880917,0.018893
22,31,0.914490,0.021920
22,32,0.932436,0.019918
22,33,0.889814,0.020747
22,34,0.836481,0.005990
22,35,0.859969,0.023610
22,36,0.795812,0.010223
22,37,0.815949,0.025990
22,38,0.880189,0.023894
22,39,0.859277,0.018104
22,40,0.833154,0.002621
22,41,0.885922,0.022853
22,42,0.856317,0.000957
22,43,0.818539,0.000999
22,44,0.857173,0.002192
22,45,0.855683,0.019636
22,46,0.830526,0.013322
22,47,0.829979,0.024370
22,48,0.875887,0.019508
22,49,0.830491,0.009230
22,50,0.842453,0.017422
22,51,0.878402,0.016368
22,52,0.786832,0.012387
22,53,0.765669,0.013457
22,54,0.934312,0.027361
22,55,0.856232,0.026360
22,56,0.894760,0.029959
22,57,0.859518,0.022843
22,58,0.843297,0.028378
22,59,0.837452,0.020883
22,60,0.857247,0.003439
22,61,0.905600,0.024656
22,62,0.869743,0.001994
22,63,0.902600,0.019431
22,64,0.912420,0.021073
22,65,0.929742,0.022437
22,66,0.931676,0.025160
22,67,0.923021,0.018040
22,68,0.842094,0.002643
22,69,0.910675,0.026263
22,70,0.859475,0.011143
22,71,0.881988,0.016989
22,72,0.907857,0.018665
22,73,0.860757,0.024740
22,74,0.877099,0.018024
22,75,0.836495,0.001863
22,76,0.865053,0.000650
22,77,0.822803,0.003674
22,78,0.845958,0.010952
22,79,0.822193,0.016927
22,80,0.830522,0.017980
22,81,0.800260,0.018768
22,82,0.818861,0.000929
22,83,0.854858,0.001315
22,84,0.842161,0.001102
22,85,0.792239,0.007133
22,86,0.920371,0.026370
22,87,0.865049,0.020796
22,88,0.844481,0.002925
22,89,0.905117,0.022122
22,90,0.848654,0.030424
22,91,0.907248,0.022940
22,92,0.868044,0.029165
22,93,0.867719,0.025005
22,94,0.889426,0.001814
22,95,0.869163,0.018584
22,96,0.943542,0.023567
22,97,0.967486,0.019107
22,98,0.858771,0.016832
22,99,0.815203,0.014075
22,100,0.867927,0.020380
22,101,0.915157,0.021764
22,102,0.846345,0.023158
22,103,0.928710,0.021106
22,104,0.872824,0.021460
22,105,0.797396,0.003730
22,106,0.808739,0.004817
22,107,0.931538,0.030315
22,108,0.855725,0.001962
22,109,0.843837,0.020230
22,110,0.939766,0.025726
22,111,0.941950,0.017731
22,112,0.838180,0.000543
22,113,0.845558,0.003129
22,114,0.859913,0.023728
22,115,0.815623,0.004804
22,116,0.836158,0.003725
22,117,0.915143,0.022715
22,118,0.786056,0.002665
22,119,0.814774,0.001381
22,120,0.924489,0.018232
22,121,0.901043,0.021662
22,122,0.960386,0.026234
22,123,0.823811,0.000773
22,124,0.842325,0.001092
22,125,0.817789,0.000830
22,126,0.861284,0.016618
22,127,0.893156,0.023466
23,0,0.897020,0.020527
23,1,0.942268,0.023613
23,2,0.882191,0.005926
23,3,0.916781,0.023100
23,4,0.934949,0.028769
23,5,0.903492,0.026173
23,6,0.789702,0.006319
23,7,0.908471,0.018713
23,8,0.910031,0.019356
23,9,0.814127,0.000470
23,10,0.836373,0.016865
23,11,0.941068,0.016682
23,12,0.923168,0.027559
23,13,0.869350,0.005816
23,14,0.782348,0.016650
23,15,0.855229,0.003460
23,16,0.872555,0.016465
23,17,0.781124,0.004833
23,18,0.910103,0.025578
23,19,0.949409,0.022625
23,20,0.917506,0.018925
23,21,0.845713,0.000682
23,22,0.893234,0.016633
23,23,0.797230,0.018090
23,24,0.890395,0.024227
23,25,0.878689,0.020721
23,26,0.956297,0.027924
23,27,0.861442,0.018877
23,28,0.844402,0.001062
23,29,0.817215,0.009466
23,30,0.886862,0.018650
23,31,0.921670,0.021152
23,32,0.940180,0.019255
23,33,0.897128,0.020145
23,34,0.836746,0.005873
23,35,0.867250,0.021644
23,36,0.797087,0.012930
23,37,0.825924,0.025120
23,38,0.889025,0.022116
23,39,0.862982,0.016933
23,40,0.833201,0.002368
23,41,0.895156,0.022173
23,42,0.856319,0.001129
23,43,0.818619,0.000900
23,44,0.857305,0.002192
23,45,0.860334,0.019208
23,46,0.830923,0.013669
23,47,0.835355,0.023743
23,48,0.882439,0.017752
23,49,0.830682,0.009110
23,50,0.844761,0.016461
23,51,0.879622,0.016795
23,52,0.786403,0.015315
23,53,0.768585,0.013403
23,54,0.945659,0.026304
23,55,0.865718,0.026009
23,56,0.907492,0.029292
23,57,0.865792,0.020900
23,58,0.854111,0.027529
23,59,0.842079,0.020680
23,60,0.857168,0.003459
23,61,0.917007,0.023846
23,62,0.869905,0.002394
23,63,0.906910,0.017939
23,64,0.920191,0.019421
23,65,0.936224,0.022052
23,66,0.941136,0.024939
23,67,0.926748,0.018223
23,68,0.842321,0.002731
23,69,0.921430,0.025415
23,70,0.860578,0.009838
23,71,0.884087,0.016670
23,72,0.912075,0.017102
23,73,0.870328,0.023959
23,74,0.881304,0.016364
23,75,0.836672,0.001852
23,76,0.865160,0.000649
23,77,0.822913,0.003892
23,78,0.846014,0.011426
23,79,0.826524,0.015815
23,80,0.832481,0.017894
23,81,0.803761,0.018134
23,82,0.818883,0.000938
23,83,0.854809,0.001810
23,84,0.842264,0.001049
23,85,0.792249,0.007243
23,86,0.930687,0.025659
23,87,0.872116,0.020098
23,88,0.844591,0.003222
23,89,0.912286,0.020272
23,90,0.851893,0.031921
23,91,0.915029,0.021198
23,92,0.879716,0.027953
23,93,0.875997,0.024246
23,94,0.889276,0.002470
23,95,0.872348,0.018498
23,96,0.951747,0.023176
23,97,0.974464,0.017319
23,98,0.861555,0.016165
23,99,0.815789,0.013952
23,100,0.869788,0.019778
23,101,0.922132,0.021581
23,102,0.854299,0.022546
23,103,0.936011,0.020360
23,104,0.878184,0.019632
23,105,0.797624,0.003990
23,106,0.809074,0.005045
23,107,0.947349,0.029483
23,108,0.855725,0.002451
23,109,0.845352,0.022560
23,110,0.952727,0.024932
23,111,0.945886,0.017616
23,112,0.838300,0.000478
23,113,0.845482,0.003764
23,114,0.868938,0.023061
23,115,0.815702,0.005050
23,116,0.836327,0.003796
23,117,0.925132,0.021928
23,118,0.786108,0.003050
23,119,0.814813,0.001469
23,120,0.930461,0.017921
23,121,0.909587,0.020958
23,122,0.973907,0.025406
23,123,0.823952,0.000698
23,124,0.842317,0.001344
23,125,0.817789,0.001358
23,126,0.863826,0.015825
23,127,0.896989,0.022350
24,0,0.904100,0.019820
24,1,0.951342,0.022616
24,2,0.881893,0.006494
24,3,0.928668,0.022088
24,4,0.947876,0.027585
24,5,0.914726,0.025236
24,6,0.790085,0.006268
24,7,0.914196,0.018252
24,8,0.910410,0.019552
24,9,0.814185,0.000601
24,10,0.837336,0.016773
24,11,0.943635,0.015749
24,12,0.935304,0.026226
24,13,0.869364,0.005342
24,14,0.783403,0.017005
24,15,0.855174,0.003514
24,16,0.871580,0.017030
24,17,0.781500,0.005124
24,18,0.918750,0.025039
24,19,0.959684,0.021668
24,20,0.924395,0.017082
24,21,0.845755,0.000740
24,22,0.893703,0.016400
24,23,0.800720,0.016922
24,24,0.900193,0.023746
24,25,0.885850,0.018962
24,26,0.969232,0.026849
24,27,0.865656,0.018822
24,28,0.844420,0.001207
24,29,0.817692,0.008921
24,30,0.892873,0.018173
24,31,0.928954,0.020291
24,32,0.947886,0.018500
24,33,0.904545,0.019363
24,34,0.837025,0.005886
24,35,0.874111,0.019834
24,36,0.798582,0.016027
24,37,0.836156,0.024098
24,38,0.897923,0.020795
24,39,0.866530,0.015621
24,40,0.833252,0.002165
24,41,0.904552,0.021371
24,42,0.856306,0.001115
24,43,0.818657,0.001007
24,44,0.857423,0.002481
24,45,0.865208,0.018699
24,46,0.831475,0.014423
24,47,0.841177,0.022961
24,48,0.888397,0.016171
24,49,0.830865,0.008934
24,50,0.847314,0.015169
24,51,0.881007,0.016919
24,52,0.785794,0.017824
24,53,0.771683,0.013363
24,54,0.957016,0.025110
24,55,0.875796,0.025444
24,56,0.920651,0.028627
24,57,0.871746,0.018948
24,58,0.865116,0.026586
24,59,0.847011,0.020232
24,60,0.857073,0.003511
24,61,0.928444,0.022956
24,62,0.870079,0.002752
24,63,0.910625,0.016609
24,64,0.927399,0.017854
24,65,0.942978,0.021592
24,66,0.951056,0.024606
24,67,0.930688,0.018072
24,68,0.842549,0.002570
24,69,0.932210,0.024298
24,70,0.861679,0.009231
24,71,0.886323,0.016383
24,72,0.915857,0.015460
24,73,0.879993,0.023083
24,74,0.885367,0.015155
24,75,0.836791,0.001946
24,76,0.865249,0.000580
24,77,0.823025,0.003883
24,78,0.846120,0.012007
24,79,0.830814,0.014669
24,80,0.834887,0.017860
24,81,0.807388,0.017796
24,82,0.818881,0.000968
24,83,0.854737,0.001895
24,84,0.842349,0.001051
24,85,0.792353,0.007118
24,86,0.941137,0.024827
24,87,0.879354,0.019343
24,88,0.844693,0.003085
24,89,0.918812,0.018590
24,90,0.856518,0.032635
24,91,0.922478,0.020108
24,92,0.891368,0.026608
24,93,0.884500,0.023434
24,94,0.889024,0.002937
24,95,0.875892,0.018097
24,96,0.960297,0.022604
24,97,0.980815,0.015789
24,98,0.864542,0.015768
24,99,0.816556,0.014560
24,100,0.871843,0.017999
24,101,0.929305,0.021279
24,102,0.862480,0.021793
24,103,0.943380,0.019511
24,104,0.883094,0.018113
24,105,0.797866,0.004296
24,106,0.809414,0.005315
24,107,0.963273,0.028616
24,108,0.855693,0.003056
24,109,0.847335,0.023931
24,110,0.965492,0.023992
24,111,0.949967,0.017323
24,112,0.838397,0.000425
24,113,0.845386,0.004303
24,114,0.878164,0.022256
24,115,0.815784,0.005482
24,116,0.836474,0.004119
24,117,0.935094,0.021075
24,118,0.786131,0.003520
24,119,0.814830,0.001754
24,120,0.936556,0.017455
24,121,0.918169,0.020186
24,122,0.987229,0.024426
24,123,0.824064,0.000632
24,124,0.842274,0.001601
24,125,0.817752,0.001772
24,126,0.866029,0.015789
24,127,0.900870,0.021176
25,0,0.911289,0.019098
25,1,0.960363,0.021524
25,2,0.881463,0.007355
25,3,0.940203,0.021020
25,4,0.960676,0.026138
25,5,0.925867,0.024146
25,6,0.790523,0.006405
25,7,0.920099,0.017584
25,8,0.910836,0.019362
25,9,0.814238,0.000558
25,10,0.838625,0.016217
25,11,0.945494,0.014611
25,12,0.947141,0.024638
25,13,0.869440,0.004483
25,14,0.784743,0.017153
25,15,0.855118,0.003992
25,16,0.870778,0.017264
25,17,0.781893,0.005295
25,18,0.927663,0.024361
25,19,0.969751,0.020598
25,20,0.930782,0.015495
25,21,0.845779,0.000814
25,22,0.893711,0.015838
25,23,0.804438,0.015779
25,24,0.910152,0.023034
25,25,0.892421,0.017136
