accuracy,loss,val_accuracy,val_loss
0.27502021193504333,1.1110609769821167,0.7736458778381348,1.0643947124481201
0.7080840468406677,1.0710337162017822,0.8314470052719116,1.0269616842269897
0.756750226020813,1.0377705097198486,0.8431689739227295,0.9919686913490295
0.7743734121322632,1.0098117589950562,0.8435731530189514,0.9587169289588928
0.7819725275039673,0.9834610819816589,0.8435731530189514,0.927315354347229
0.7821341753005981,0.9624210596084595,0.8435731530189514,0.8980768918991089
0.7822149991989136,0.9424869418144226,0.8435731530189514,0.8701363205909729
0.7822149991989136,0.9210713505744934,0.8435731530189514,0.8423334956169128
0.7822149991989136,0.9025298357009888,0.8435731530189514,0.8137863278388977
0.7822958827018738,0.8806151151657104,0.8435731530189514,0.7836268544197083
0.7823766469955444,0.8572540283203125,0.8435731530189514,0.751936137676239
0.782295823097229,0.834273636341095,0.8435731530189514,0.719210684299469
0.7822149991989136,0.808829128742218,0.8435731530189514,0.6867610812187195
0.78367018699646,0.779190719127655,0.8435731530189514,0.6545320153236389
0.7855294942855835,0.7518031001091003,0.8439773321151733,0.6213957667350769
0.7893289923667908,0.718991756439209,0.8435731530189514,0.5866608023643494
0.794502854347229,0.6892260313034058,0.8476151823997498,0.5518856048583984
0.7979789972305298,0.6575780510902405,0.8565076589584351,0.517795205116272
0.805335521697998,0.6213086247444153,0.8601455092430115,0.48484814167022705
0.813015341758728,0.5879148244857788,0.8645917773246765,0.4541817903518677
0.8168956637382507,0.5568360090255737,0.8698464035987854,0.4254933297634125
0.8236055374145508,0.5283381938934326,0.8726757764816284,0.399444580078125
0.8252223134040833,0.5061992406845093,0.8751010894775391,0.3773922622203827
0.8277283906936646,0.48331278562545776,0.8763136863708496,0.35915282368659973
0.831366240978241,0.46336227655410767,0.8746968507766724,0.3443537950515747
0.8340339660644531,0.4416114389896393,0.8742926120758057,0.33271315693855286
0.8346807360649109,0.43145981431007385,0.8763136863708496,0.3231528699398041
0.8349231481552124,0.4165070950984955,0.8779304623603821,0.31377923488616943
0.8345190286636353,0.411893755197525,0.8779304623603821,0.3052520751953125
0.833548903465271,0.4022822976112366,0.8787388801574707,0.2988373935222626
0.837752640247345,0.39578455686569214,0.8823767304420471,0.29289212822914124
0.8378335237503052,0.3896534740924835,0.882780909538269,0.2874020040035248
0.8364591598510742,0.38344842195510864,0.8835893273353577,0.28249573707580566
0.8405011892318726,0.3800555467605591,0.8848019242286682,0.27853456139564514
0.8372675776481628,0.3792942762374878,0.8823766708374023,0.2747415602207184
0.8417137861251831,0.3715572655200958,0.884801983833313,0.2703494131565094
0.8420372009277344,0.3696197271347046,0.8884397745132446,0.26632505655288696
0.8439773321151733,0.3685763478279114,0.8916734457015991,0.2626132369041443
0.8433305621147156,0.3618534207344055,0.892481803894043,0.2599014341831207
0.8469685316085815,0.36227482557296753,0.892481803894043,0.2582387328147888
0.847049355506897,0.3562737703323364,0.8920775651931763,0.2584611475467682
0.8462408781051636,0.35606029629707336,0.892077624797821,0.25850921869277954
0.8497170209884644,0.3506172299385071,0.8920775651931763,0.2565069794654846
0.8491511344909668,0.35373446345329285,0.8957154750823975,0.2544833719730377
0.8517381548881531,0.3472832143306732,0.8932902216911316,0.25370022654533386
0.8530315160751343,0.3454628586769104,0.8932902216911316,0.25231969356536865
0.8520614504814148,0.3442080020904541,0.8949069976806641,0.25072675943374634
0.8557801246643066,0.34024226665496826,0.8936944007873535,0.25022876262664795
0.8536782264709473,0.3416317403316498,0.8932901620864868,0.2500818967819214
0.8548908233642578,0.34010541439056396,0.8932902216911316,0.2481541484594345
0.8577202558517456,0.33385539054870605,0.8945028185844421,0.24559883773326874
0.8557800054550171,0.33218684792518616,0.8949069976806641,0.2441701740026474
0.8564268350601196,0.33208125829696655,0.8936944007873535,0.24434006214141846
0.8567501902580261,0.32860881090164185,0.8945028185844421,0.2430436909198761
0.8594179153442383,0.3267862796783447,0.8961196541786194,0.2397899031639099
0.8581244349479675,0.33064526319503784,0.8961196541786194,0.2375701367855072
0.8569119572639465,0.3270650804042816,0.8973322510719299,0.23554088175296783
0.8594180345535278,0.3280961215496063,0.8977364301681519,0.23372653126716614
0.8612772822380066,0.3240375220775604,0.8993532657623291,0.2319519966840744
0.8650768399238586,0.3222123384475708,0.9013742804527283,0.23044930398464203
0.8570736050605774,0.32609739899635315,0.9017784595489502,0.23041684925556183
0.8629749417304993,0.31915444135665894,0.901374340057373,0.2315826714038849
0.8620048761367798,0.3206113278865814,0.9029911160469055,0.23102734982967377
0.8689571619033813,0.3155456483364105,0.9037995338439941,0.22891615331172943
0.8658043742179871,0.31947198510169983,0.9025869369506836,0.22850441932678223
0.8645108938217163,0.314270555973053,0.9029911160469055,0.2284400761127472
0.8675829172134399,0.3124501705169678,0.9033952951431274,0.22653304040431976
0.8685529828071594,0.31439146399497986,0.9062247276306152,0.22258810698986053
0.8682295680046082,0.312888503074646,0.9070331454277039,0.21854157745838165
0.8678253889083862,0.31496670842170715,0.9082458019256592,0.2167004644870758
0.8695230484008789,0.31145232915878296,0.9082458019256592,0.21658746898174286
0.8696038126945496,0.3057612180709839,0.9082458019256592,0.21616564691066742
0.8725141286849976,0.30568066239356995,0.9082458019256592,0.21530291438102722
0.8716248273849487,0.3078742027282715,0.9086499214172363,0.21497435867786407
0.8708972930908203,0.30302923917770386,0.9094583988189697,0.21538327634334564
0.8732417225837708,0.306527316570282,0.909054160118103,0.21531488001346588
0.8752627372741699,0.30061477422714233,0.9082458019256592,0.2151675969362259
0.8763944506645203,0.3028525114059448,0.9082458019256592,0.21308904886245728
0.8731608390808105,0.3060120940208435,0.909054160118103,0.21152374148368835
0.8749393224716187,0.3046024441719055,0.9106709957122803,0.21049372851848602
0.8706547617912292,0.30150535702705383,0.9118835926055908,0.20806117355823517
0.8755861520767212,0.2970550060272217,0.9122877717018127,0.20582233369350433
0.8731608390808105,0.29822230339050293,0.91390460729599,0.2045939862728119
0.8751010894775391,0.29837852716445923,0.9135004281997681,0.20362000167369843
0.8796281814575195,0.29294759035110474,0.9151172041893005,0.20199115574359894
0.8745352029800415,0.298945814371109,0.9163298606872559,0.2005627453327179
0.8803556561470032,0.29267898201942444,0.9175424575805664,0.20059345662593842
0.8797089457511902,0.29153817892074585,0.9155213832855225,0.2022434026002884
0.8792239427566528,0.2945373058319092,0.9155214428901672,0.20380493998527527
0.8862570524215698,0.28817418217658997,0.9155213832855225,0.20383140444755554
0.8793855905532837,0.29129233956336975,0.9175424575805664,0.20215000212192535
0.8840743899345398,0.28724339604377747,0.9163298606872559,0.20004791021347046
0.8814874887466431,0.29392606019973755,0.9191592335700989,0.1973884105682373
0.8845594525337219,0.2878400683403015,0.9199676513671875,0.19543775916099548
0.8795472979545593,0.2871212363243103,0.9203718900680542,0.19440588355064392
0.8813258409500122,0.28689026832580566,0.9215844869613647,0.1955854743719101
0.8835085034370422,0.2830423414707184,0.9244139194488525,0.1957073211669922
0.8865804672241211,0.2810174226760864,0.9236055016517639,0.19438482820987701
0.8810833096504211,0.28628283739089966,0.9223929047584534,0.19395337998867035
0.8851253390312195,0.27871719002723694,0.9256265163421631,0.19377075135707855
